Reactant = C[C](O)[CH] Product = [CH2]C(=C)O BarrierHeight = 148.40894610917758 Reaction Energy = -101.18159760857098 Spline = [-724.6500662111376, -724.6934429078117, -724.7024400830154, -724.6812967816815, -724.6333214443247, -724.5607779538283, -724.4649103016827, -724.3461199547219, -724.2042797893606, -724.0391413667845, -723.8507731335495, -723.6399603036826, -723.4085021518596, -723.1593563454635, -722.8965979596076, -722.6251798133277, -722.3504993695184, -722.0777990348129, -721.8114589778619, -721.5542947615521, -721.307057191857, -721.0684745128743, -720.8363916796205, -720.6094807292792, -720.3031130373523, -720.0346906725766, -719.7732728232902, -719.4921745305378, -719.2015749055805, -718.9105680978107, -718.6259999823329, -718.353750177874, -718.098103826081, -717.8607292291208, -717.6426696370511, -717.4505215130577, -717.3109138174996, -717.3141340919854, -717.5119909999612, -718.1950907909485, -718.6072725257573, -719.087358202458, -719.6112518119924, -720.167351808985, -720.7459273517441, -721.330494732859, -721.9021118335224, -722.4480962540179, -722.9608173602967, -723.4351878947292, -723.8675676525523, -724.2552966760176, -724.5964841532611, -724.8899293586786, -725.1351132286658, -725.3322040956457, -725.4820144982027, -725.5858470940013, -725.6451861643086, -725.6612294337247]
Reactant = C[C](O)[CH] Product = OC#C BarrierHeight = 175.78791692627024 Reaction Energy = 145.30258433316217 Spline = [-724.6500662111376, -724.6494278420523, -724.5725633582975, -724.4280152168049, -724.225275184917, -723.9745664351938, -723.6868313149561, -723.3742069692846, -723.0517571047175, -722.7421146823955, -722.4804703953424, -722.2997347008645, -722.2064757966504, -722.1869869058611, -722.220704601858, -722.2862984584856, -722.3663584313648, -722.4506906966699, -722.5346680626174, -722.6163934275372, -722.6951116753139, -722.7704997044601, -722.8423450894637, -722.9103914570312, -722.9742573256517, -723.0333876478643, -723.0870130603887, -723.1341139477078, -723.1733817791753, -723.2031844546804, -723.2215447310414, -723.2261434584926, -723.2143404904057, -723.1833610638071, -723.130640148424, -723.0542842960897, -722.9536691009384, -722.8302334061128, -722.6886706807745, -722.5391387940502, -722.4021908289048, -722.319001231572, -722.3547313315694, -722.5362085219433, -722.7964932673534, -723.0707682246116, -723.329892808516, -723.561010817592, -723.7584347226194, -723.9205740943507, -724.0485734725816, -724.1454482420412, -724.2153794290352, -724.2630705669926, -724.2931476975274, -724.3094028469886, -724.3153715250548, -724.3113631820707, -724.2982094380424, -724.2730528770404]
Reactant = C[C](O)[CH] Product = CC#C BarrierHeight = 109.76191790484164 Reaction Energy = 129.87397911937393 Spline = [-724.6500662111376, -724.7331448692264, -724.7909634888732, -724.8295683797093, -724.8538999712098, -724.8678887267496, -724.8745937261258, -724.8763572151787, -724.874952870361, -724.8717136081369, -724.8676318944309, -724.8634311894596, -724.8596106413426, -724.8564669868604, -724.8540739806112, -724.8521933786836, -724.850451252455, -724.8484482227319, -724.8457675536323, -724.8419315986757, -724.8363104335297, -724.8282081827635, -724.8173204403683, -724.8039093908739, -724.7888725898475, -724.7736715594357, -724.7601287617028, -724.7499972383964, -724.7437986623257, -724.7411700347557, -724.7414039234282, -724.7435155867967, -724.7462157472729, -724.7477845354492, -724.7457595930368, -724.7375572451939, -724.7220434531923, -724.7001743360523, -724.6751283746211, -724.651794345177, -724.6353657934011, -724.6284478886839, -724.6299846243925, -724.6356444683256, -724.638199365382, -724.6283828781336, -724.596129806414, -724.5322083860674, -724.430852735654, -724.2916864887003, -724.1204704919187, -723.9294043788695, -723.7362592024787, -723.560304306273, -723.4152793040311, -723.3051613251403, -723.2257899816848, -723.1688664413433, -723.1252346791501, -723.0867246886936]
Reactant = C[C](O)[CH] Product = C[C]=CO BarrierHeight = 216.4497766097326 Reaction Energy = 7.095271780074927 Spline = [-724.6500662111376, -724.710004855664, -724.7514777166409, -724.7785522370764, -724.7944278657412, -724.801649526664, -724.8022650877133, -724.7979272040392, -724.7899358986982, -724.7792267980984, -724.7663111192664, -724.7511787301239, -724.7331813396222, -724.7109150143875, -724.682169442504, -724.6442492304444, -724.5943615958773, -724.5299069159105, -724.4487898211503, -724.3497553402008, -724.2328023278341, -724.1002551332459, -723.958002733248, -723.8149005663944, -723.6811815386907, -723.5656550877092, -723.4730311991923, -723.4031974965835, -723.3528422261064, -723.3185127524964, -723.2986267624945, -723.2945151240502, -723.3107903201427, -723.3547923862803, -723.4342672916817, -723.5523163985813, -723.7030449778198, -723.8723297922774, -724.0433945167764, -724.2021723449166, -724.3396939258064, -724.4527526312294, -724.5418844376154, -724.6095107724143, -724.6591268144039, -724.6946806700153, -724.7200742033785, -724.7387812346427, -724.7534697151682, -724.7657814254565, -724.7764781593338, -724.7856268587345, -724.7927545716636, -724.7969522676453, -724.7969188868693, -724.7909471790136, -724.7768598743204, -724.751908597302, -724.7126486254646, -724.654800152299]
Reactant = C[C](O)[CH] Product = CC(=O)[CH2] BarrierHeight = 120.52210828061457 Reaction Energy = -123.34426505183784 Spline = [-724.6500662111376, -724.7213920137629, -724.7720350794182, -724.8069437140817, -724.8298390741468, -724.8434186225331, -724.8495381011047, -724.8493668271991, -724.8435067469362, -724.8320725167573, -724.814728966748, -724.7906850097351, -724.7586457887714, -724.7167292378257, -724.6624279141537, -724.5929779184883, -724.5054494313896, -724.3968281981206, -724.2643020787311, -724.1057381293598, -723.9204258017733, -723.7104922890603, -723.4830726003715, -723.2521044344476, -723.0398444608924, -723.0468584989916, -723.2229355177709, -723.4396815903854, -723.682159082638, -723.9346082244402, -724.1826252810829, -724.4151633636553, -724.6253565034356, -724.810280034842, -724.9697683834125, -725.1049996489103, -725.218100628746, -725.3116463166934, -725.3883127165956, -725.4507002942722, -725.501281768292, -725.5425975390062, -725.5768666366382, -725.6058619983213, -725.6310802602708, -725.6538265944123, -725.675206507492, -725.6958054775904, -725.7152759707425, -725.733130305656, -725.7490595360318, -725.7630062577972, -725.7750943239872, -725.7854055076431, -725.7936076033475, -725.7984604986469, -725.7972548897187, -725.7852706179709, -725.7553771505313, -725.6979403795099]
Reactant = C[CH]C=O Product = C=CC=O BarrierHeight = 174.94725618032382 Reaction Energy = 170.51376701210535 Spline = [-725.5636010748512, -725.5948295849886, -725.5942195676879, -725.5666824779782, -725.5140824552881, -725.4354708176116, -725.327787456095, -725.1869133741158, -725.008900075093, -724.7911834074162, -724.5336228842133, -724.2393203229184, -723.9155028549236, -723.5761181239699, -723.2536887253278, -723.0139292707428, -722.8919022029345, -722.8636760305176, -722.8920143514101, -722.9466023465693, -723.0071577776698, -723.0627132002892, -723.1095824095597, -723.1478020957402, -723.1788288084299, -723.2044250193313, -723.2262242021332, -723.2455549970274, -723.2632899773542, -723.2797468196832, -723.2948715604266, -723.3084364333129, -723.3201775019213, -723.329871462858, -723.3373883526434, -723.3427330186414, -723.3460055630574, -723.3474139359643, -723.3472755245649, -723.3460010505914, -723.3440441297269, -723.3416946336579, -723.3390946529279, -723.3363492182341, -723.3335395634614, -723.3307298669047, -723.3279709423053, -723.3253183198364, -723.3228544543878, -723.3206320295797, -723.3186620748838, -723.3169016475989, -723.3152705934233, -723.3135776404002, -723.3116477300761, -723.3090594428647, -723.3055811043934, -723.3004698936124, -723.2930989528309, -723.2825835797144]
Reactant = C[CH]C=O Product = CC=C=O BarrierHeight = 263.18100784291653 Reaction Energy = 175.27934856273 Spline = [-725.5636010748512, -725.5984097806419, -725.6137642290623, -725.6163232515335, -725.6115446746976, -725.603730477196, -725.5960700508326, -725.5906649729876, -725.5885276020601, -725.589552418138, -725.5924627486226, -725.5947362678427, -725.5925107916627, -725.5804683327741, -725.5517239985842, -725.4980907464039, -725.4105247538733, -725.2792856828411, -725.0941864021336, -724.8452383146665, -724.5242177537963, -724.1302859060548, -723.6914952541912, -723.5523946124703, -723.4926632510537, -723.3938405262476, -723.419204488721, -723.5879066308987, -723.8308878856396, -724.0768765827798, -724.2905891719034, -724.4608523962231, -724.5881558777885, -724.6782981148921, -724.7389972187983, -724.7774672466692, -724.7994105103907, -724.8093452152203, -724.8109866179343, -724.8074571091922, -724.8012784277893, -724.7943677102851, -724.7877272361895, -724.7812817331427, -724.7736729612237, -724.7617500937608, -724.7398231677225, -724.6993151716371, -724.6305274523767, -724.524282631721, -724.374184381786, -724.1808494197646, -723.9652121617991, -723.8164674610919, -723.7794894953664, -723.786435718768, -723.8063202076479, -723.8263098194539, -723.8403631447688, -723.8454852224328]
Reactant = C[CH]C=O Product = [CH2]CC=O BarrierHeight = 177.55305240827371 Reaction Energy = 42.62780862975001 Spline = [-725.5636010748512, -725.6218258163957, -725.6533504898498, -725.6664277539799, -725.6674797820374, -725.661262226066, -725.6511237515736, -725.6393061995292, -725.6272428047502, -725.6158242101205, -725.6056123241419, -725.5969903560043, -725.5902436279109, -725.5855700448603, -725.5829976803445, -725.5822156345964, -725.5827239149082, -725.5839203658862, -725.5850921826278, -725.5853723889933, -725.5836652134485, -725.578563248382, -725.568456081946, -725.5516264320034, -725.5261535983313, -725.4897395688988, -725.4395069753634, -725.371882836131, -725.2830503028001, -725.1692724528756, -725.027230165393, -724.8548019655932, -724.652258956408, -724.4240933612173, -724.1826200354841, -723.955417683694, -723.7936932442105, -723.7573932925088, -723.8562463535013, -724.0388944227701, -724.249283799061, -724.4547287698438, -724.6402660693183, -724.8001700996732, -724.9335432498284, -725.042030614043, -725.1285296020866, -725.1964898899138, -725.2495572047173, -725.2910644165297, -725.3238230286628, -725.3500440706016, -725.3713156798611, -725.388615780621, -725.40234448674, -725.4123657090147, -725.4180505257318, -725.4183163644474, -725.4116566895634, -725.3961564249782]
Reactant = C[CH]C=O Product = CC[C]=O BarrierHeight = 186.3542163613233 Reaction Energy = -5.57258522050538 Spline = [-725.5636010748512, -725.6019036414923, -725.623356492421, -725.6326873663571, -725.6336017836378, -725.6288197579897, -725.6201641235127, -725.6086778518708, -725.594751689834, -725.5782481286842, -725.5586123285211, -725.5349649439514, -725.5061759679865, -725.4709226344622, -725.4277381273519, -725.3750609829814, -725.311297316713, -725.2349089574722, -725.1445399676339, -725.0391917500551, -724.9184528787898, -724.7827833526613, -724.6338427804595, -724.4748370334466, -724.3108438609422, -724.1490939887576, -723.9993012866049, -723.8744150024822, -723.7921148845621, -723.7734116001321, -723.8260383572332, -723.9336645390048, -724.077122524181, -724.2420997692734, -724.4174176375029, -724.5942627412279, -724.7658836236083, -724.9273814353134, -725.0755854100242, -725.2090538135199, -725.3282060132505, -725.4353911491507, -725.5341705797866, -725.6270761763649, -725.713580121662, -725.7910827433208, -725.8572656683987, -725.9111249793394, -725.9528413828934, -725.983361507998, -726.0040360930004, -726.0163567948952, -726.0217660626449, -726.0215153998735, -726.0165566331491, -726.0074570935625, -725.994332938688, -725.9767961966631, -725.9539117826863, -725.9241611195663]
Reactant = C[CH]C=O Product = [CH2]C=CO BarrierHeight = 128.9083141540978 Reaction Energy = 15.383900607425813 Spline = [-725.5636010748512, -725.5759897268089, -725.5412919393127, -725.462878147627, -725.343782909059, -725.186829567532, -724.9947880571495, -724.7705678698233, -724.5174457098647, -724.2393237670577, -723.9410119570138, -723.6285305939688, -721.3656688767729, -721.2685700234542, -721.1582680471516, -721.0677860554363, -720.9950093958538, -720.9430772856947, -720.9146592961919, -720.911477962303, -720.9329137974822, -720.9741895523696, -721.0275750527281, -722.9509880469594, -723.2407310709439, -723.5251639332737, -723.7940936853586, -724.0393183175828, -724.2541339663269, -724.4329968571558, -724.5713321319413, -724.6656100149606, -724.7134672437684, -724.7139094083512, -724.6677916687877, -724.5784293218643, -724.4523223744492, -724.2999787108873, -724.136794546503, -723.9838879873209, -723.8686489378302, -723.8239266490593, -723.8784490164097, -724.0288119177803, -724.2389320959114, -724.4737150336151, -724.7093149491498, -724.9307563378164, -725.1293560065894, -725.3009373960372, -725.4445197144161, -725.5612798815567, -725.6536982075685, -725.7248580615715, -725.7778939047263, -725.8155855341178, -725.8400897022541, -725.8527911538059, -725.8542479786414, -725.8442024579239]
Reactant = CC(=O)[CH2] Product = C=C=O BarrierHeight = 182.9716593204044 Reaction Energy = 124.96544305948528 Spline = [-725.6979503477046, -725.7313117964177, -725.7364475577523, -725.7181177631659, -725.6740241545397, -725.5967762539586, -725.4766640824488, -725.3046055227189, -725.0746344689456, -724.7854750065441, -724.4410309794587, -724.0499141034568, -723.6244309018772, -723.2120579117903, -723.2393131448074, -723.4607389456922, -723.6915577394007, -723.901975653003, -724.0745830258437, -724.2033812405342, -724.2919118061682, -724.3499907753826, -724.3875664183454, -724.4118941904948, -724.4280235530697, -724.4394537641876, -724.4486568191586, -724.4573914905853, -724.4666169470534, -724.4763162968054, -724.4859303982206, -724.4948466473388, -724.5027591136901, -724.5098426733745, -724.5166157459197, -724.5234333582429, -724.5304149391069, -724.537591089336, -724.5449826064337, -724.5526251214936, -724.5605579277769, -724.5687919445902, -724.5772750810562, -724.585906436617, -724.5945606054139, -724.6031037822091, -724.611401758077, -724.6193464435864, -724.6269062749913, -724.6340688418451, -724.6408179604878, -724.6471038221002, -724.6527925598933, -724.6575963405139, -724.6609865740611, -724.6620943123161, -724.6596034511625, -724.6516436374063, -724.6356906943319, -724.6084827891314]
Reactant = C=C=O Product = [C]=O BarrierHeight = 389.6554521052303 Reaction Energy = 480.2533468440918 Spline = [-562.6995759820322, -562.7095531204574, -562.7158386671395, -562.7186149947548, -562.7179279607577, -562.7138259274386, -562.7064692282361, -562.6962019617516, -562.6835807911137, -562.6693594610969, -562.6544323021288, -562.6397443540391, -562.6261789503111, -562.6144347492412, -562.6048088658231, -562.5968975421372, -562.5904722612374, -562.5858228112354, -562.5836740586174, -562.5849703143875, -562.590560140476, -562.6000223451259, -562.6113266205275, -562.6225783022649, -562.6323704167153, -562.6397578882467, -562.6440245851829, -562.644151719303, -562.6375958391696, -562.6211988042032, -562.5922735773806, -562.5489853466138, -562.4905125084002, -562.4170122407896, -562.3292916136859, -562.2278776925347, -562.1126368993449, -561.9828987110666, -561.8375132836852, -561.674808064661, -561.4924699172135, -561.2878848977666, -561.0583386698496, -560.8009348977358, -560.5127036511318, -560.1907718413006, -559.8326882616503, -559.4369809418315, -559.0047578563895, -558.5483270961297, -558.2878097812971, -558.756748276437, -558.9727296786681, -559.1777593127483, -559.3650740157857, -559.5288812446553, -559.6633447810913, -559.7621656171049, -559.8183802011172, -559.8242364357973]
Reactant = [CH2]C=CO Product = C[CH]C=O BarrierHeight = 107.51045192780389 Reaction Energy = -21.40954229601948 Spline = [-725.8287416377467, -725.836728747613, -725.8271576607821, -725.801058181275, -725.7584837194223, -725.6986016701942, -725.6198095809497, -725.51989206485, -725.3962340275554, -725.2461033244158, -725.0670106187752, -724.8571479821543, -724.6159062101203, -724.3444866031264, -724.0466882107203, -723.7301701071266, -723.409292672281, -723.1142535751277, -722.91759270017, -722.8659241449178, -722.9220488666949, -723.0620356402983, -723.2637038350177, -723.504692784935, -723.764522262678, -724.0259589865451, -724.2755302482118, -724.5034353232459, -724.7031225017927, -724.8707166939452, -725.0044001495961, -725.1038142008504, -725.1694561329797, -725.2021841155754, -725.2028894503563, -725.1723048071884, -725.1109611477312, -725.019296764532, -724.8979073587499, -724.7479128961686, -724.5714127756952, -724.3720208260914, -724.1555497279966, -723.9311237424682, -723.713446454577, -723.5274100520382, -723.4135108267899, -723.4183285977896, -723.5554649169495, -723.7876769060792, -724.0645774506222, -724.3515145718901, -724.628352780262, -724.8827454800619, -725.1062261138319, -725.2923494241742, -725.4357742258042, -725.5317569172345, -725.5758422345084, -725.5636733565497]
